Punto,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177
2,0,629.934,1259.868,1889.802,2519.736,3149.676936,3193.070578,3321.965008,3526.99875,3795.853755,4111.407408,3652.390187,3251.133797,2931.453828,2722.242791,2623.306999,2125.12864,1062.577281,531.3145603,210,664.0156959,1277.249928,1901.43409,2528.471774,3156.669891,3199.968706,3328.596027,3533.244993,3801.658287,4116.767042,3658.422348,3257.908987,2938.966067,2730.330715,2631.698998,2135.479276,1083.129945,571.3100402,420,757.1108534,1328.031392,1935.911051,2554.499855,3177.55642,3220.574439,3348.410296,3551.917817,3819.018948,4132.804239,3676.459449,3278.150541,2961.388449,2754.451998,2656.715945,2166.234461,1142.57187,677.2703758,405.9631078,822.7886885,1300.165843,1790.294954,2284.984822,2781.436104,2871.222638,3031.562466,3252.036508,3521.36775,3827.07409,3483.138746,3181.083113,2933.870963,2756.298731,2662.337577,2197.206689,1427.933364,820.2632529,457.0624081,849.1650169,1317.016028,1802.569284,2294.614486,2789.352398,2878.89205,3038.827239,3258.809821,3527.623963,3832.831342,3489.463501,3188.007179,2941.377029,2764.287014,2670.60693,2207.219345,1443.292656,846.7182554,584.128449,923.7863529,1366.320321,1838.900765,2323.264005,2812.967614,2901.778668,3060.518091,3279.045814,3546.326385,3850.05144,3508.369354,3208.689728,2963.781171,2788.114541,2695.262765,1488.419864,921.5377388,811.9262157,1088.623458,1409.526403,1750.489965,2101.773619,2458.95839,2591.386441,2777.263916,3006.694177,3270.524229,3561.1166,3324.534165,3114.368345,2936.296946,2796.457778,2700.79604,2337.572803,1977.367128,1276.248186,838.644251,1108.69339,1425.084096,1763.041439,2112.238704,2467.90931,2599.881476,2785.192068,3014.01889,3277.259332,3567.303104,3331.160071,3121.440403,2943.796826,2804.331668,2708.947997,2346.986709,1988.487053,1635.726658,1293.410002,914.1248163,1166.833765,1470.770097,1800.170858,2143.3274,2494.569374,2625.201647,2808.842263,3035.886999,3297.382103,3585.798577,3350.959179,3142.561088,2966.18269,2827.821795,2733.257992,2375.00455,2021.479844,1675.679474,1343.580825,1600.604949,4506.879762,3925.580963,3133.716741
3,629.934,0,629.934,1259.868,1889.802,2519.74467,2573.780899,2732.050496,2977.980622,3291.983313,3652.390187,3251.133797,2931.453828,2722.242791,2649.79693,2699.294585,2218.247818,1238.354603,828.7018803,664.0156959,210,664.0156959,1277.249928,1901.43409,2528.480414,2582.333851,2740.109471,2985.375786,3298.674602,3658.422348,3257.908987,2938.966067,2730.330715,2658.105297,2707.451063,2228.165923,1256.034284,854.8957869,757.1108534,420,757.1108534,1328.031392,1935.911051,2554.508407,2607.824403,2764.145422,3007.452175,3318.667523,3676.459449,3278.150541,2961.388449,2754.451998,2682.876025,2731.774379,2257.658828,1307.639905,929.0569447,482.2230483,337.605855,704.7632013,1175.023165,1663.112299,2156.487223,2271.116417,2470.712717,2736.748398,3051.897962,3400.64168,3111.40801,2880.734383,2723.54111,2652.922272,2675.741355,2213.428937,1452.771184,862.7758849,525.9648927,397.5898809,735.3850487,1193.641252,1676.318143,2166.688058,2280.804635,2479.621207,2744.79358,3059.114442,3407.119581,3118.486782,2888.378539,2731.62519,2661.220882,2683.969411,2223.368539,1467.870605,887.9652175,639.4834387,538.8670646,820.4213368,1247.829891,1715.325776,2197.006405,2309.625463,2506.156685,2768.788868,3080.662457,3426.479803,3139.627336,2911.190579,2755.735143,2685.962878,2708.503609,1512.264565,959.5739823,630.7720525,675.2117101,888.6704203,1182.939631,1511.536971,1856.321268,2028.481199,2261.116349,2537.648943,2845.308598,3175.059641,2986.606617,2834.505467,2724.850489,2662.890521,2651.970674,2280.985711,1910.138729,1169.38387,664.8107867,707.1144557,913.1457255,1201.435046,1526.05505,1868.161837,2039.32243,2270.847231,2546.323263,2853.047672,3181.996814,2993.980475,2842.273956,2732.930696,2671.158162,2660.272252,2290.632186,1921.647721,1553.78599,1188.090331,757.8082753,795.1797617,982.9217242,1255.287286,1568.80337,1903.241616,2071.505727,2299.792848,2572.17071,2876.139951,3202.718177,3015.99388,2865.453061,2757.029232,2695.808956,2685.02299,2319.330898,1955.768382,1595.791623,1242.52108,1122.322089,3933.952629,3581.200354,3045.921843
4,1259.868,629.934,0,629.934,1259.868,1889.81356,1961.282797,2164.805303,2467.924365,2838.91462,3251.133797,2931.453828,2722.242791,2649.79693,2725.045947,2912.778157,2473.602376,1652.757531,1372.891889,1277.249928,664.0156959,210,664.0156959,1277.249928,1901.445579,1972.493399,2174.967127,2476.842884,2846.671077,3257.908987,2938.966067,2730.330715,2658.105297,2733.125576,2920.338438,2482.500497,1666.045454,1388.860014,1328.031392,757.1108534,420,757.1108534,1328.031392,1935.922336,2005.749288,2205.171649,2503.407812,2869.814666,3278.150541,2961.388449,2754.451998,2682.876025,2757.222409,2942.902749,2509.005523,1705.288086,1435.699181,1045.899508,587.0331248,310.7809682,591.4698153,1050.886809,1535.617522,1692.824212,1952.461361,2279.797322,2649.861356,3045.630521,2832.50733,2696.591384,2649.790033,2696.746959,2832.803542,2400.927273,1725.02992,1268.686856,1066.773538,623.4644253,375.0797385,627.6436428,1071.6637,1549.910054,1705.800051,1963.722324,2289.448804,2658.169521,3052.861816,2840.281285,2704.756013,2658.098422,2704.911119,2840.576686,2410.093726,1737.765297,1285.949587,1127.078427,721.8087625,522.4794831,725.4216308,1131.708039,1592.017957,1744.148449,1997.124274,2318.162166,2682.939657,3074.453654,2863.476519,2729.103349,2682.869214,2729.257071,2863.769528,1775.423394,1336.400516,964.4460967,721.3559188,621.5619365,726.7123994,972.4553322,1280.240066,1519.151721,1818.167517,2152.381968,2507.761351,2876.471745,2753.315174,2676.412895,2649.795146,2674.963445,2750.496564,2394.823314,2044.728064,1378.311114,987.0442104,751.3017779,656.078685,756.4462383,994.871536,1297.349076,1533.597715,1830.254933,2162.602167,2516.538693,2884.127199,2761.312088,2684.638893,2658.103518,2683.193887,2758.501649,2404.013042,2055.483606,1716.547056,1394.217173,1051.929785,834.718133,750.159477,839.3514827,1059.27776,1347.373232,1576.141475,1866.047459,2192.977003,2542.68893,2906.9726,2785.165066,2709.167028,2682.874263,2707.735111,2782.378721,2431.373831,2087.417748,1754.660592,1440.882204,866.5513428,3381.365859,3321.662196,3086.864562
5,1889.802,1259.868,629.934,0,629.934,1259.88534,1364.751254,1643.866716,2026.466494,2464.822914,2931.453828,2722.242791,2649.79693,2725.045947,2936.658091,3236.664273,2847.881272,2173.321531,1968.895924,1901.43409,1277.249928,664.0156959,210,664.0156959,1277.267031,1380.813523,1657.225929,2037.318446,2473.752614,2938.966067,2730.330715,2658.105297,2733.125576,2944.157052,3243.469687,2855.613373,2183.44372,1980.063424,1935.911051,1328.031392,757.1108534,420,757.1108534,1328.047842,1427.916659,1696.672561,2069.532906,2500.350375,2961.388449,2754.451998,2682.876025,2757.222409,2966.540198,3263.800792,2878.685071,2213.532579,2013.194268,1657.982564,1169.987929,700.0800949,335.5999635,486.2276661,927.0592732,1169.175579,1520.994111,1923.224779,2350.124023,2789.444459,2675.625055,2652.963114,2723.734926,2881.063245,3111.847315,2724.567777,2152.799579,1807.867291,1671.228943,1188.684884,730.898173,395.888034,529.6388801,950.5466301,1187.88532,1535.422771,1934.655925,2359.487852,2797.33809,2683.853467,2661.261596,2731.818433,2888.706531,3118.925089,2732.64882,2163.017806,1820.023115,1710.352648,1243.0896,816.4019471,537.6126259,642.5086329,1017.761709,1242.325052,1577.917325,1968.551129,2387.358985,2820.886455,2708.388715,2686.003218,2755.926695,2911.516001,3140.062692,2193.386885,1856.012969,1502.02292,1174.06625,881.2360947,671.199927,632.6360886,791.0336848,1137.779247,1514.084801,1902.489895,2296.864528,2694.588904,2652.414653,2661.876108,2722.434963,2830.813775,2981.802798,2657.272151,2346.663468,1796.011722,1516.632076,1192.699274,905.9122775,703.2846806,666.5796431,818.4340477,1156.996809,1528.578681,1914.044879,2306.444593,2702.759583,2660.714846,2670.14689,2730.522318,2838.592368,2989.188506,2665.557218,2356.041051,2066.990657,1808.247247,1559.638693,1246.928851,976.2054366,791.7760681,759.360534,895.6195009,1212.823819,1571.258344,1948.298693,2334.948963,2727.124743,2685.461505,2694.806935,2754.641924,2861.801291,3011.236943,2690.259334,2383.952481,2098.749717,1844.46689,1017.766808,2860.930015,3167.888445,3251.685635
6,2519.736,1889.802,1259.868,629.934,0,629.9686789,819.8142797,1229.571977,1707.663877,2210.181319,2722.242791,2649.79693,2725.045947,2936.658091,3258.17123,3641.613423,3300.875709,2740.196925,2581.066421,2528.471774,1901.43409,1277.249928,664.0156959,210,664.048595,846.2833174,1247.376145,1720.527802,2220.135461,2730.330715,2658.105297,2733.125576,2944.157052,3264.931817,3647.663406,3307.549009,2748.232011,2589.59531,2554.499855,1935.911051,1328.031392,757.1108534,420,757.1397074,921.1381293,1299.325689,1758.555065,2249.733643,2754.451998,2682.876025,2757.222409,2966.540198,3285.130099,3665.753446,3327.48861,2772.197538,2615.015081,2279.811455,1785.152461,1295.09581,817.9558774,402.6230113,392.9253185,813.5864703,1268.217054,1730.244191,2195.002127,2660.783569,2662.418971,2756.529551,2934.230796,3181.546853,3483.682707,3142.565999,2662.141528,2391.82684,2289.462878,1797.461907,1312.011112,844.4831658,454.0983255,445.5225089,840.251715,1285.486093,1742.941468,2205.024792,2669.057737,2670.688072,2764.517167,2941.735944,3188.469912,3490.006476,3149.574743,2670.411488,2401.028036,2318.176066,1833.894574,1361.496661,919.4845389,581.8120738,575.1437263,915.5997732,1335.954526,1780.49009,2234.823111,2693.727752,2695.343165,2788.342728,2964.137373,3209.149479,3508.909403,2695.069112,2428.422457,2091.799016,1740.730434,1400.16019,1080.065489,805.2460225,637.2500635,1036.771415,1439.724327,1843.860394,2248.541752,2653.518931,2698.795329,2793.1374,2931.812346,3108.893294,3318.237212,3029.958012,2761.590068,2311.970669,2102.313754,1753.351774,1415.820807,1100.291535,832.1785606,670.9602399,1057.825585,1454.959153,1855.78047,2258.326817,2661.81568,2706.953311,2801.020624,2939.323669,3115.977779,3324.875666,3037.226622,2769.563089,2528.240622,2321.488397,2133.547075,1790.682117,1461.796346,1158.853512,908.1966509,763.2087811,1118.612966,1499.735356,1891.089938,2287.430876,2686.552199,2731.28106,2824.538287,2961.743343,3137.13524,3344.711975,3058.928824,2793.345611,2554.271059,2349.810285,1454.104883,2393.708361,3135.478965,3523.041271
7,3149.676936,2519.74467,1889.81356,1259.88534,629.9686789,0,531.28,1062.56,1593.84,2125.12,2656.406912,2731.473838,2942.623772,3263.549246,3665.529483,4107.926294,3808.26793,3331.929819,3201.243116,3156.669891,2528.480414,1901.445579,1277.267031,664.048595,210,571.2778994,1083.112992,1607.614987,2135.470677,2664.69467,2739.534509,2950.107568,3270.298715,3671.540057,4113.290464,3814.053569,3338.541047,3208.12367,3177.55642,2554.508407,1935.922336,1328.047842,757.1397074,420,677.2432638,1142.555799,1648.249358,2166.225984,2689.404708,2763.575461,2972.445906,3290.464053,3689.513029,4129.341163,3831.358065,3358.29664,3228.677358,2905.849294,2408.82806,1913.692748,1422.414166,941.0520683,497.0752297,872.2439624,1308.989759,1762.106058,2221.598578,2684.631374,2801.193983,2997.900041,3260.275508,3573.886251,3926.474792,3626.388808,3217.40463,2996.207144,2913.427555,2417.964562,1925.180494,1437.832417,964.1986285,539.6144772,897.1675039,1325.727796,1774.575374,2231.501791,2692.832267,2809.054597,3005.246188,3267.03174,3580.050689,3932.086507,3632.464148,3224.250697,3003.557432,2936.044979,2445.169242,1959.239632,1483.125773,1030.523651,650.7563169,968.0958269,1374.719676,1811.468399,2260.951181,2717.286444,2832.505557,3027.177671,3287.217119,3598.480643,3948.873801,3244.702229,3025.501157,2701.308485,2341.740265,1986.508041,1638.434533,1303.268212,994.1504595,1289.381694,1632.721353,1999.539128,2378.999428,2765.903772,2891.435036,3057.181097,3257.008249,3485.058967,3736.168635,3481.952658,3250.356803,2876.426566,2709.4589,2351.137484,1997.577082,1651.83768,1320.078798,1016.088154,1306.370986,1646.171017,2010.536427,2388.250045,2773.864394,2899.050977,3064.385135,3263.771244,3491.380244,3742.065749,3488.279563,3257.133609,3053.773268,2884.08214,2733.764352,2379.106443,2030.422173,1691.40998,1369.272812,1079.228954,1356.062371,1685.876335,2043.1732,2415.789369,2797.610351,2921.779692,3085.896346,3283.976665,3510.275774,3759.701593,3507.191798,3277.379951,3075.358706,2906.927895,1993.811161,2022.755432,3234.503974,3883.824478
8,3193.070578,2573.780899,1961.282797,1364.751254,819.8142797,531.28,0,531.28,1062.56,1593.84,2125.12864,2218.247818,2473.602376,2847.881272,3300.875709,3789.839008,3538.371382,3201.243116,3155.736923,3199.968706,2582.333851,1972.493399,1380.813523,846.2833174,571.2778994,210,571.2778994,1083.112992,1607.614987,2135.479276,2228.165923,2482.500497,2855.613373,3307.549009,3795.652738,3544.597584,3208.12367,3162.716479,3220.574439,2607.824403,2005.749288,1427.916659,921.1381293,677.2432638,420,677.2432638,1142.555799,1648.249358,2166.234461,2257.658828,2509.005523,2878.685071,3327.48861,3813.040743,3563.210916,3228.677358,3183.563338,2896.374159,2397.389365,1899.274356,1402.955881,911.3737657,442.2880175,459.9698534,816.3606764,1249.094134,1700.866387,2160.305458,2303.554163,2539.109826,2844.129119,3198.802431,3588.436756,3332.78257,3022.361363,2902.621328,2903.977146,2406.569294,1910.848785,1418.585635,935.2551207,489.610754,505.6404513,842.9381674,1266.62392,1713.781336,2170.488348,2313.106522,2547.779172,2851.871393,3205.688224,3594.576241,3339.392109,3029.648199,2910.207995,2926.667604,2433.901347,1945.158883,1464.474378,1003.494963,609.9333492,622.8741976,918.0657678,1317.814917,1751.955041,2200.754341,2341.529795,2573.611996,2874.97312,3226.257428,3612.932099,3051.404301,2932.850248,2629.045246,2257.998858,1887.067983,1516.337395,1146.001486,776.6250772,919.9397067,1191.022864,1523.117102,1884.234538,2260.50829,2412.482254,2608.836965,2840.383212,3099.243466,3379.14636,3158.835133,2968.776762,2704.031798,2637.418985,2267.743117,1898.716823,1530.809947,1165.083433,804.5163208,943.6042942,1209.394668,1537.525839,1895.900787,2270.241777,2421.604969,2617.27536,2848.135669,3106.349958,3385.665388,3165.807858,2976.194796,2822.92726,2712.174029,2662.382186,2296.727856,1933.242244,1573.429088,1220.540621,882.9193114,1011.280903,1262.907543,1579.963831,1930.476572,2299.195017,2448.769206,2642.428866,2871.267454,3127.572551,3405.147592,3186.634494,2998.338784,2846.263923,2736.455365,2272.831834,1584.248907,2722.093148,3482.158258
9,3321.965008,2732.050496,2164.805303,1643.866716,1229.571977,1062.56,531.28,0,531.28,1062.56,1593.85152,1716.046128,2035.41142,2476.816236,2986.632113,3523.5235,3331.929819,3155.736923,3199.048365,3328.596027,2740.109471,2174.967127,1657.225929,1247.376145,1083.112992,571.2778994,210,571.2778994,1083.112992,1607.626408,1728.847684,2046.215934,2485.702852,2994.005908,3529.775893,3338.541047,3162.716479,3205.93363,3348.410296,2764.145422,2205.171649,1696.672561,1299.325689,1142.555799,677.2432638,420,677.2432638,1142.555799,1648.260498,1766.695875,2078.292483,2512.174092,3016.019128,3548.466973,3358.29664,3183.563338,3226.501269,2983.03927,2501.402764,2028.985733,1574.110932,1157.645094,841.8256789,476.2897005,428.8964868,761.5585509,1189.499714,1640.460485,1824.980196,2114.537689,2472.501036,2873.417464,3301.676738,3103.014729,2912.414932,2904.768628,2990.421925,2510.20234,2039.824282,1588.05706,1176.538212,867.623463,520.5303822,477.548109,789.9819153,1207.894685,1653.847212,1837.022785,2124.939914,2481.403106,2881.081034,3308.348422,3110.112604,2919.976154,2912.349701,3012.461334,2536.417905,2071.999784,1629.179311,1231.479664,940.7818417,635.0211641,600.2934253,869.6961691,1261.471192,1693.372553,1872.685963,2155.845458,2507.91973,2903.950399,3328.283233,2942.543243,2934.975431,2662.93206,2297.365251,1933.999438,1574.359345,1221.739603,884.576035,771.0965252,857.7929737,1098.240213,1416.177316,1770.335748,1960.678851,2197.776432,2468.191184,2762.155135,3072.917352,2897.757988,2761.696662,2629.498625,2671.199572,2306.943236,1945.367272,1588.303291,1239.656266,909.1615707,799.1807375,883.1244452,1118.137543,1431.662736,1782.747503,1971.892886,2207.786503,2477.108742,2770.12653,3080.084585,2905.357355,2769.669376,2678.95919,2637.870925,2695.849988,2335.44152,1979.079034,1629.419328,1291.916274,979.221508,878.0602777,955.096218,1175.811024,1477.145284,1819.474831,2005.158736,2237.548043,2503.670849,2793.904256,3101.48691,2928.037117,2793.450994,2703.538855,2662.829889,2630.734312,1221.747329,2218.576826,3119.49941
10,3526.99875,2977.980622,2467.924365,2026.466494,1707.663877,1593.84,1062.56,531.28,0,531.28,1062.577281,1238.354603,1652.757531,2173.321531,2740.196925,3321.456439,3201.243116,3199.048365,3327.711261,3533.244993,2985.375786,2476.842884,2037.318446,1720.527802,1607.614987,1083.112992,571.2778994,210,571.2778994,1083.129945,1256.034284,1666.045454,2183.44372,2748.232011,3328.088472,3208.12367,3205.93363,3334.330853,3551.917817,3007.452175,2503.407812,2069.532906,1758.555065,1648.249358,1142.555799,677.2432638,420,677.2432638,1142.57187,1307.639905,1705.288086,2213.532579,2772.197538,3347.905745,3228.677358,3226.501269,3354.111244,3157.939231,2707.59537,2278.341503,1884.643766,1553.769308,1336.502575,898.1360523,515.7291107,405.2450805,708.0886579,1131.290595,1385.373784,1749.279122,2168.402449,2616.34014,3080.54818,2952.029477,2897.269429,3002.443648,3164.913931,2715.726917,2287.999126,1896.307498,1567.896381,1352.900267,922.3602162,556.8451451,456.4247751,738.5726419,1150.616535,1401.199673,1761.839223,2178.547494,2624.754413,3087.6977,2959.489489,2904.870074,3009.778706,3185.74641,2739.976768,2316.730455,1930.876,1609.533803,1400.942231,991.4879568,665.1139118,583.6296559,823.2797504,1206.73875,1447.639638,1798.993454,2208.703054,2649.836925,3109.047618,2927.553611,3031.677401,2799.11634,2453.921804,2117.592726,1795.11907,1495.490818,1235.443196,952.579401,785.8746628,810.4901611,1012.567757,1312.553415,1559.79786,1849.034627,2163.486892,2493.633654,2833.995212,2716.667112,2646.661732,2661.062748,2806.982772,2462.891029,2127.980017,1807.360637,1510.163165,1253.163952,975.4524669,813.4488218,837.2540243,1034.11482,1329.246579,1573.870822,1860.92156,2173.654878,2502.460549,2841.765096,2724.771586,2654.97991,2636.141734,2669.33605,2830.450898,2489.604833,2158.84204,1843.597698,1553.348894,1304.883094,1041.060764,891.0662072,912.8495501,1096.217798,1378.113372,1615.354253,1896.135293,2203.877385,2528.756374,2864.948317,2748.94165,2679.779529,2661.116916,2694.003517,3039.782619,1019.806526,1731.730936,2810.986282
